,Iteration,Metric,Min,Avg,Std,Max
30,2,Q3,0.07465168399107353,0.10559231337772956,0.014007471647769285,0.13395012884727062
31,2,Q4,0.0960979737218531,0.13428796118883152,0.016708477415388195,0.17164193366383554
32,2,Q5,0.21830237587108006,0.28568376054843536,0.028480138171385307,0.3382592163678713
33,2,Business,0.4800288,0.4801960799999999,0.00012219485329353747,0.4804968
34,2,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
35,2,Susceptible,0.9733333333333334,0.978857142857143,0.002099562636671274,0.98
36,2,Infected,0.01,0.011142857142857142,0.002099562636671296,0.016666666666666666
37,2,Recovered_Immune,0.01,0.01,0.0,0.01
38,2,Death,0.0,0.0,0.0,0.0
39,2,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
40,2,Hospitalization,0.0,0.00019047619047619048,0.0007737179432986629,0.0033333333333333327
41,2,Severe,0.0,0.0,0.0,0.0
42,3,Q1,0.03968456511667594,0.07039960316964965,0.012098549170128738,0.10009913165819684
43,3,Q2,0.061868976918647976,0.08849011990388297,0.012278867697952962,0.1132997656743114
44,3,Q3,0.07465168399107353,0.10559231337772956,0.014007471647769285,0.13395012884727062
45,3,Q4,0.0960979737218531,0.13428796118883152,0.016708477415388195,0.17164193366383554
46,3,Q5,0.21830237587108006,0.28568376054843536,0.028480138171385307,0.3382592163678713
47,3,Business,0.4800288,0.4801960799999999,0.00012219485329353747,0.4804968
48,3,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
49,3,Susceptible,0.9733333333333334,0.978857142857143,0.002099562636671274,0.98
50,3,Infected,0.01,0.011142857142857142,0.002099562636671296,0.016666666666666666
51,3,Recovered_Immune,0.01,0.01,0.0,0.01
52,3,Death,0.0,0.0,0.0,0.0
53,3,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
54,3,Hospitalization,0.0,0.00019047619047619048,0.0007737179432986629,0.0033333333333333327
55,3,Severe,0.0,0.0,0.0,0.0
56,4,Q1,0.03968456511667594,0.07039960316964965,0.012098549170128738,0.10009913165819684
57,4,Q2,0.061868976918647976,0.08849011990388297,0.012278867697952962,0.1132997656743114
58,4,Q3,0.07465168399107353,0.10559231337772956,0.014007471647769285,0.13395012884727062
59,4,Q4,0.0960979737218531,0.13428796118883152,0.016708477415388195,0.17164193366383554
60,4,Q5,0.21830237587108006,0.28568376054843536,0.028480138171385307,0.3382592163678713
61,4,Business,0.4800288,0.4801960799999999,0.00012219485329353747,0.4804968
62,4,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
63,4,Susceptible,0.9733333333333334,0.978857142857143,0.002099562636671274,0.98
64,4,Infected,0.01,0.011142857142857142,0.002099562636671296,0.016666666666666666
65,4,Recovered_Immune,0.01,0.01,0.0,0.01
66,4,Death,0.0,0.0,0.0,0.0
67,4,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
68,4,Hospitalization,0.0,0.00019047619047619048,0.0007737179432986629,0.0033333333333333327
69,4,Severe,0.0,0.0,0.0,0.0
70,5,Q1,0.03968456511667594,0.07039960316964965,0.012098549170128738,0.10009913165819684
71,5,Q2,0.061868976918647976,0.08849011990388297,0.012278867697952962,0.1132997656743114
72,5,Q3,0.07465168399107353,0.10559231337772956,0.014007471647769285,0.13395012884727062
73,5,Q4,0.0960979737218531,0.13428796118883152,0.016708477415388195,0.17164193366383554
74,5,Q5,0.21830237587108006,0.28568376054843536,0.028480138171385307,0.3382592163678713
75,5,Business,0.4800288,0.4801960799999999,0.00012219485329353747,0.4804968
76,5,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
77,5,Susceptible,0.9733333333333334,0.978857142857143,0.002099562636671274,0.98
78,5,Infected,0.01,0.011142857142857142,0.002099562636671296,0.016666666666666666
79,5,Recovered_Immune,0.01,0.01,0.0,0.01
80,5,Death,0.0,0.0,0.0,0.0
81,5,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
82,5,Hospitalization,0.0,0.00019047619047619048,0.0007737179432986629,0.0033333333333333327
83,5,Severe,0.0,0.0,0.0,0.0
84,6,Q1,0.03968456511667594,0.07039960316964965,0.012098549170128738,0.10009913165819684
85,6,Q2,0.061868976918647976,0.08849011990388297,0.012278867697952962,0.1132997656743114
86,6,Q3,0.07465168399107353,0.10559231337772956,0.014007471647769285,0.13395012884727062
87,6,Q4,0.0960979737218531,0.13428796118883152,0.016708477415388195,0.17164193366383554
88,6,Q5,0.21830237587108006,0.28568376054843536,0.028480138171385307,0.3382592163678713
89,6,Business,0.4800288,0.4801960799999999,0.00012219485329353747,0.4804968
90,6,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
91,6,Susceptible,0.9733333333333334,0.978857142857143,0.002099562636671274,0.98
92,6,Infected,0.01,0.011142857142857142,0.002099562636671296,0.016666666666666666
93,6,Recovered_Immune,0.01,0.01,0.0,0.01
94,6,Death,0.0,0.0,0.0,0.0
95,6,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
96,6,Hospitalization,0.0,0.00019047619047619048,0.0007737179432986629,0.0033333333333333327
97,6,Severe,0.0,0.0,0.0,0.0
98,7,Q1,0.03968456511667594,0.07039960316964965,0.012098549170128738,0.10009913165819684
99,7,Q2,0.061868976918647976,0.08849011990388297,0.012278867697952962,0.1132997656743114
100,7,Q3,0.07465168399107353,0.10559231337772956,0.014007471647769285,0.13395012884727062
101,7,Q4,0.0960979737218531,0.13428796118883152,0.016708477415388195,0.17164193366383554
102,7,Q5,0.21830237587108006,0.28568376054843536,0.028480138171385307,0.3382592163678713
103,7,Business,0.4800288,0.4801960799999999,0.00012219485329353747,0.4804968
104,7,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
105,7,Susceptible,0.9733333333333334,0.978857142857143,0.002099562636671274,0.98
106,7,Infected,0.01,0.011142857142857142,0.002099562636671296,0.016666666666666666
107,7,Recovered_Immune,0.01,0.01,0.0,0.01
108,7,Death,0.0,0.0,0.0,0.0
109,7,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
110,7,Hospitalization,0.0,0.00019047619047619048,0.0007737179432986629,0.0033333333333333327
111,7,Severe,0.0,0.0,0.0,0.0
112,8,Q1,0.039674648450009266,0.07038909162203061,0.0120970695583181,0.10008875665819687
113,8,Q2,0.06186416441864798,0.0884737081181687,0.012275179590764157,0.11320165734097808
114,8,Q3,0.07464597565774017,0.10557494825868192,0.0140012197730507,0.13385394134727066
115,8,Q4,0.09601309872185307,0.1342546490459744,0.01672165402586975,0.1716254544971689
116,8,Q5,0.21827795920441345,0.28564272626272114,0.02848198706517954,0.3382336122012045
117,8,Business,0.4800288,0.4802528571428572,0.00013376377106294146,0.48053999999999997
118,8,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
119,8,Susceptible,0.97,0.9786666666666666,0.002416871912466562,0.98
120,8,Infected,0.01,0.011333333333333334,0.0024168719124665755,0.02
121,8,Recovered_Immune,0.01,0.01,0.0,0.01
122,8,Death,0.0,0.0,0.0,0.0
123,8,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
124,8,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
125,8,Severe,0.0,0.0,0.0,0.0
126,9,Q1,0.039664731783342594,0.07037426007441154,0.012095046227764774,0.10007838165819688
127,9,Q2,0.06185935191864798,0.08845832490388299,0.012272900535153746,0.11316114900764475
128,9,Q3,0.07464026732440686,0.10556012028249144,0.013997472646395932,0.1338201538472706
129,9,Q4,0.0960002237218531,0.1342353940459744,0.016722169259826752,0.1716089753305022
130,9,Q5,0.2182535425377468,0.2856176005484354,0.028484883766884864,0.33820800803453804
131,9,Business,0.4800288,0.4802804228571429,0.00014031448573159638,0.48053999999999997
132,9,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
133,9,Susceptible,0.97,0.9786666666666666,0.002416871912466562,0.98
134,9,Infected,0.01,0.011333333333333334,0.0024168719124665755,0.02
135,9,Recovered_Immune,0.01,0.01,0.0,0.01
136,9,Death,0.0,0.0,0.0,0.0
137,9,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
138,9,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
139,9,Severe,0.0,0.0,0.0,0.0
140,10,Q1,0.03965481511667593,0.07036415995536394,0.012092787694627115,0.10006800665819687
141,10,Q2,0.061854539418647984,0.08844249597531155,0.012265309819005466,0.11314944067431144
142,10,Q3,0.07463455899107352,0.10554796659201526,0.013994704866451864,0.13379356634727066
143,10,Q4,0.09598734872185308,0.13421939618883152,0.016722386530696066,0.17159249616383554
144,10,Q5,0.21822912587108007,0.28558808626272114,0.02847304483224012,0.3380384038678713
145,10,Business,0.480084,0.48030216,0.00013306040561661162,0.48053999999999997
146,10,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
147,10,Susceptible,0.97,0.9784761904761904,0.0024355641623893995,0.98
148,10,Infected,0.01,0.011523809523809523,0.002435564162389413,0.02
149,10,Recovered_Immune,0.01,0.01,0.0,0.01
150,10,Death,0.0,0.0,0.0,0.0
151,10,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
152,10,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
153,10,Severe,0.0,0.0,0.0,0.0
154,11,Q1,0.039644898450009285,0.0703516941220306,0.01209166672253059,0.1000576316581969
155,11,Q2,0.06184972691864798,0.08843153561816869,0.012261510597197418,0.11310893234097813
156,11,Q3,0.07462885065774019,0.1055345786158248,0.013996571120762991,0.1337813788472706
157,11,Q4,0.09586647372185307,0.13420370690311725,0.016728847740092055,0.1715760169971689
158,11,Q5,0.21820470920441346,0.2855637148341497,0.028473462510971086,0.3380127997012045
159,11,Business,0.480084,0.4803171771428572,0.00013784585819098113,0.4805424
160,11,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
161,11,Susceptible,0.9666666666666668,0.9782857142857144,0.0028026550418213487,0.98
162,11,Infected,0.01,0.011714285714285712,0.002802655041821364,0.02333333333333333
163,11,Recovered_Immune,0.01,0.01,0.0,0.01
164,11,Death,0.0,0.0,0.0,0.0
165,11,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
166,11,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
167,11,Severe,0.0,0.0,0.0,0.0
168,12,Q1,0.0396349817833426,0.07034303400298299,0.012090008282227305,0.1000472566581969
169,12,Q2,0.06184491441864798,0.08842054097531155,0.012260700593502635,0.11309722400764477
170,12,Q3,0.07462314232440684,0.10552153349677716,0.013995292235321892,0.1337691913472706
171,12,Q4,0.0958535987218531,0.1341853433316887,0.016729382474882436,0.1715595378305022
172,12,Q5,0.2181802925377468,0.2855409891198639,0.028473754839321037,0.3379871955345378
173,12,Business,0.480084,0.4803291085714286,0.00014790681501043572,0.480642
174,12,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
175,12,Susceptible,0.9666666666666668,0.9781904761904764,0.002910610817130673,0.98
176,12,Infected,0.01,0.011809523809523808,0.0029106108171306905,0.02333333333333333
177,12,Recovered_Immune,0.01,0.01,0.0,0.01
178,12,Death,0.0,0.0,0.0,0.0
179,12,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
180,12,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
181,12,Severe,0.0,0.0,0.0,0.0
182,13,Q1,0.03962506511667594,0.07033416816964964,0.012088535398848405,0.10003688165819692
183,13,Q2,0.061840101918647986,0.0884095463324544,0.012259565849688077,0.11308551567431145
184,13,Q3,0.07461743399107353,0.10550937980630096,0.01399646064415395,0.1337570038472706
185,13,Q4,0.0958407237218531,0.13416862547454586,0.016731175811042148,0.1715430586638356
186,13,Q5,0.21815587587108007,0.2855167548341496,0.028469020492193683,0.33786559136787125
187,13,Business,0.480084,0.4803402171428572,0.00014761863894259991,0.480642
188,13,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
189,13,Susceptible,0.9666666666666668,0.977904761904762,0.0029905368510680925,0.98
190,13,Infected,0.01,0.012095238095238095,0.0029905368510681108,0.02333333333333333
191,13,Recovered_Immune,0.01,0.01,0.0,0.01
192,13,Death,0.0,0.0,0.0,0.0
193,13,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
194,13,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
195,13,Severe,0.0,0.0,0.0,0.0
196,14,Q1,0.03961514845000928,0.07032550805060203,0.012086877710469736,0.10002650665819694
197,14,Q2,0.061835289418647986,0.08839827740388298,0.012258363436010292,0.11307380734097812
198,14,Q3,0.07461172565774019,0.10548255183011047,0.014000969017448768,0.1337448163472706
199,14,Q4,0.09582784872185307,0.13415118761740294,0.016730922164521284,0.17152657949716893
200,14,Q5,0.21813145920441346,0.2854938234055782,0.028469166678660413,0.33783998720120445
201,14,Business,0.480084,0.4803654857142857,0.00015940726124859123,0.4806924
202,14,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
203,14,Susceptible,0.9666666666666668,0.977904761904762,0.0029905368510680925,0.98
204,14,Infected,0.01,0.012095238095238095,0.0029905368510681108,0.02333333333333333
205,14,Recovered_Immune,0.01,0.01,0.0,0.01
206,14,Death,0.0,0.0,0.0,0.0
207,14,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
208,14,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
209,14,Severe,0.0,0.0,0.0,0.0
210,15,Q1,0.0396052317833426,0.07031602507441154,0.01208570396861741,0.10001613165819692
211,15,Q2,0.06183047691864797,0.08838443704674011,0.012257497629666832,0.11306209900764486
212,15,Q3,0.07460601732440685,0.10546930099677716,0.013998320914199431,0.13373262884727066
213,15,Q4,0.09581497372185308,0.13413858404597434,0.016730322522181804,0.1715101003305023
214,15,Q5,0.2181070425377468,0.2854710976912925,0.028468669286346688,0.3378143830345378
215,15,Business,0.480084,0.4803755314285714,0.00016638545226831494,0.4806924
216,15,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
217,15,Susceptible,0.9666666666666668,0.977904761904762,0.0029905368510680925,0.98
218,15,Infected,0.01,0.012095238095238095,0.0029905368510681108,0.02333333333333333
219,15,Recovered_Immune,0.01,0.01,0.0,0.01
220,15,Death,0.0,0.0,0.0,0.0
221,15,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
222,15,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
223,15,Severe,0.0,0.0,0.0,0.0
224,16,Q1,0.03959531511667594,0.07030194781250679,0.012076089810222042,0.10000575665819694
225,16,Q2,0.06182566441864799,0.0883738538324544,0.012256275907228435,0.11305039067431147
226,16,Q3,0.07460030899107352,0.10545810730630097,0.013994921289660631,0.1337204413472706
227,16,Q4,0.0958020987218531,0.13411720333168867,0.016724323817950176,0.1714936211638356
228,16,Q5,0.21808262587108007,0.2854494005484354,0.028468840414071026,0.33778877886787123
229,16,Business,0.480084,0.4803926057142857,0.0001699753628245787,0.4806924
230,16,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
231,16,Susceptible,0.9666666666666668,0.9776190476190478,0.0031442998131845845,0.98
232,16,Infected,0.01,0.01238095238095238,0.003144299813184605,0.02333333333333333
233,16,Recovered_Immune,0.01,0.01,0.0,0.01
234,16,Death,0.0,0.0,0.0,0.0
235,16,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
236,16,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
237,16,Severe,0.0,0.0,0.0,0.0
238,17,Q1,0.03958539845000929,0.07029328769345915,0.012074432169720348,0.09999538165819696
239,17,Q2,0.06182085191864799,0.08836423061816867,0.012254725780538324,0.11303868234097815
240,17,Q3,0.07459460065774019,0.1054483193301105,0.0139936833878863,0.13370825384727056
241,17,Q4,0.09578922372185313,0.13410007404597438,0.016720000141746582,0.17147714199716893
242,17,Q5,0.21805820920441335,0.28542509769129243,0.02846597490411808,0.3377631747012045
243,17,Business,0.480084,0.4804002514285714,0.00017424003373249798,0.48071040000000004
244,17,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
245,17,Susceptible,0.9666666666666668,0.9776190476190478,0.0031442998131845845,0.98
246,17,Infected,0.01,0.01238095238095238,0.003144299813184605,0.02333333333333333
247,17,Recovered_Immune,0.01,0.01,0.0,0.01
248,17,Death,0.0,0.0,0.0,0.0
249,17,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
250,17,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
251,17,Severe,0.0,0.0,0.0,0.0
252,18,Q1,0.039575481783342616,0.07028462757441152,0.012072774923745665,0.09998500665819696
253,18,Q2,0.06181603941864799,0.0883514188324544,0.012253957456330313,0.11302697400764485
254,18,Q3,0.07458889232440684,0.10543794849677714,0.01399312326990804,0.13369606634727066
255,18,Q4,0.0957763487218531,0.13408644190311722,0.01671863870055227,0.1714606628305023
256,18,Q5,0.2180337925377467,0.2854001091198639,0.028469747812544,0.33773757053453785
257,18,Business,0.4800888,0.4804088571428571,0.0001787905818639956,0.48071040000000004
258,18,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
259,18,Susceptible,0.9666666666666668,0.9775238095238096,0.0033183335981303358,0.98
260,18,Infected,0.01,0.012476190476190476,0.003318333598130352,0.02333333333333333
261,18,Recovered_Immune,0.01,0.01,0.0,0.01
262,18,Death,0.0,0.0,0.0,0.0
263,18,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
264,18,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
265,18,Severe,0.0,0.0,0.0,0.0
266,19,Q1,0.03956556511667594,0.0702759674553639,0.0120711180724605,0.09997463165819696
267,19,Q2,0.06181122691864799,0.08834093847531152,0.012252444177542631,0.1130152656743115
268,19,Q3,0.07458318399107354,0.1054246976634438,0.013993475987272177,0.1336838788472706
269,19,Q4,0.09576347372185308,0.13407219261740294,0.01671887844575743,0.1714441836638356
270,19,Q5,0.21800937587108007,0.2853788234055782,0.02847006152745935,0.3377119663678712
271,19,Business,0.4800888,0.4804149257142856,0.00017596250955060578,0.48071040000000004
272,19,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
273,19,Susceptible,0.9666666666666668,0.9775238095238096,0.0033183335981303358,0.98
274,19,Infected,0.01,0.012476190476190476,0.003318333598130352,0.02333333333333333
275,19,Recovered_Immune,0.01,0.01,0.0,0.01
276,19,Death,0.0,0.0,0.0,0.0
277,19,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
278,19,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
279,19,Severe,0.0,0.0,0.0,0.0
280,20,Q1,0.039555648450009286,0.07026586733631629,0.012068980548709076,0.09996425665819697
281,20,Q2,0.061806414418648,0.08832555526102581,0.012253764803390915,0.11300355734097818
282,20,Q3,0.0745774756577402,0.1054150125443962,0.013992439473971585,0.13367169134727055
283,20,Q4,0.09575059872185313,0.13405814904597438,0.016719018050031453,0.171427704497169
284,20,Q5,0.21798495920441335,0.2853575376912925,0.028470375599487945,0.3376863622012045
285,20,Business,0.4800888,0.4804235657142856,0.00017443523553433495,0.48071040000000004
286,20,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
287,20,Susceptible,0.9666666666666668,0.9774285714285714,0.0034810794061899053,0.98
288,20,Infected,0.01,0.012571428571428572,0.003481079406189917,0.02333333333333333
289,20,Recovered_Immune,0.01,0.01,0.0,0.01
290,20,Death,0.0,0.0,0.0,0.0
291,20,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
292,20,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
293,20,Severe,0.0,0.0,0.0,0.0
294,21,Q1,0.03954573178334261,0.07025659007441154,0.012067120836105848,0.09995388165819698
295,21,Q2,0.06180160191864799,0.08831524633245437,0.012252598205972508,0.11299184900764485
296,21,Q3,0.07457176732440685,0.10540279028249144,0.013994548283780595,0.1336595038472706
297,21,Q4,0.0957377237218531,0.13404431118883153,0.016719267521661776,0.1714112253305023
298,21,Q5,0.21796054253774672,0.28533625197700674,0.02847069002861795,0.3376607580345378
299,21,Business,0.4800888,0.4804286399999999,0.00017592081855198578,0.48071040000000004
300,21,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
301,21,Susceptible,0.9666666666666668,0.9774285714285714,0.0034810794061899053,0.98
302,21,Infected,0.01,0.012571428571428572,0.003481079406189917,0.02333333333333333
303,21,Recovered_Immune,0.01,0.01,0.0,0.01
304,21,Death,0.0,0.0,0.0,0.0
305,21,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
306,21,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
307,21,Severe,0.0,0.0,0.0,0.0
308,22,Q1,0.039535815116675935,0.0702479299553639,0.012065465908201341,0.09994350665819697
309,22,Q2,0.061796789418648,0.0883047659753115,0.012251529151130864,0.11298014067431147
310,22,Q3,0.07456605899107352,0.10539228230630092,0.013994036974978186,0.13364731634727056
311,22,Q4,0.09572484872185312,0.13403026761740292,0.01671873505461746,0.1713947461638356
312,22,Q5,0.21793612587108,0.285314966262721,0.028471004814837525,0.3376351538678712
313,22,Business,0.4800888,0.4804317599999999,0.00017879063446229188,0.4807572
314,22,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
315,22,Susceptible,0.9666666666666668,0.9774285714285714,0.0034810794061899053,0.98
316,22,Infected,0.01,0.012571428571428572,0.003481079406189917,0.02333333333333333
317,22,Recovered_Immune,0.01,0.01,0.0,0.01
318,22,Death,0.0,0.0,0.0,0.0
319,22,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
320,22,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
321,22,Severe,0.0,0.0,0.0,0.0
322,23,Q1,0.039525898450009284,0.07023789840774486,0.012065357442821506,0.09993313165819699
323,23,Q2,0.061791976918648,0.08829497133245437,0.012250076969960682,0.11296843234097816
324,23,Q3,0.07456035065774021,0.10538259718725332,0.013993001440241137,0.13363512884727058
325,23,Q4,0.09571197372185312,0.13401190404597438,0.016710241595900052,0.171378266997169
326,23,Q5,0.21791170920441336,0.28529368054843524,0.028471319958134837,0.33760954970120444
327,23,Business,0.4800888,0.4804390628571428,0.0001768168303006,0.4807572
328,23,Government,0.1003585,0.10048020142857142,5.54067743224256e-05,0.100562
329,23,Susceptible,0.9666666666666668,0.9774285714285714,0.0034810794061899053,0.98
330,23,Infected,0.01,0.012571428571428572,0.003481079406189917,0.02333333333333333
331,23,Recovered_Immune,0.01,0.01,0.0,0.01
332,23,Death,0.0,0.0,0.0,0.0
333,23,Asymptomatic,0.9966666666666668,0.9998095238095238,0.0007737179432986548,1.0
334,23,Hospitalization,0.0,0.00019047619047619048,0.000773717943298663,0.0033333333333333327
335,23,Severe,0.0,0.0,0.0,0.0
336,24,Q1,0.039512460950009286,0.07022047757441154,0.012062415127493642,0.09991029832486367
337,24,Q2,0.06177739358531467,0.08827533561816868,0.012247495179268087,0.11294566150764472
338,24,Q3,0.07454576732440686,0.10536139683011046,0.013991244427614673,0.13361281634727054
339,24,Q4,0.09568886955518643,0.1339859760697839,0.016708586174753636,0.1713463711638356
340,24,Q5,0.21786983420441333,0.2852502143579591,0.02847000079553305,0.3375661122012044
341,24,Business,0.4801752,0.4804896,0.00017399940886599034,0.4808448
342,24,Government,0.1008072,0.10099989999999999,8.369170977889203e-05,0.10113330000000001
343,24,Susceptible,0.9666666666666668,0.9772380952380952,0.0034259249044961693,0.98
344,24,Infected,0.01,0.012761904761904759,0.0034259249044961805,0.02333333333333333
345,24,Recovered_Immune,0.01,0.01,0.0,0.01
346,24,Death,0.0,0.0,0.0,0.0
347,24,Asymptomatic,0.9933333333333332,0.9995238095238096,0.0014126092356372688,1.0
348,24,Hospitalization,0.0,0.0004761904761904762,0.0014126092356372692,0.006666666666666667
349,24,Severe,0.0,0.0,0.0,0.0
350,25,Q1,0.039512460950009286,0.07022047757441154,0.012062415127493642,0.09991029832486367
351,25,Q2,0.06177739358531467,0.08827533561816868,0.012247495179268087,0.11294566150764472
352,25,Q3,0.07454576732440686,0.10536139683011046,0.013991244427614673,0.13361281634727054
353,25,Q4,0.09568886955518643,0.1339859760697839,0.016708586174753636,0.1713463711638356
354,25,Q5,0.21786983420441333,0.2852502143579591,0.02847000079553305,0.3375661122012044
355,25,Business,0.4801752,0.4804896,0.00017399940886599034,0.4808448
356,25,Government,0.1008072,0.10099989999999999,8.369170977889203e-05,0.10113330000000001
357,25,Susceptible,0.9666666666666668,0.9772380952380952,0.0034259249044961693,0.98
358,25,Infected,0.01,0.012761904761904759,0.0034259249044961805,0.02333333333333333
359,25,Recovered_Immune,0.01,0.01,0.0,0.01
360,25,Death,0.0,0.0,0.0,0.0
